,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
0,2017-09,Alabama,16717.0,0.0,5734.0,6320.0,221.0,317,0.0,15.0,21.0,2.0,1378.0,1262.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,3.0,0.0,0.0,3.0,32019
1,2017-09,Alaska,209.0,2.0,2320.0,2930.0,219.0,160,0.0,5.0,2.0,0.0,200.0,154.0,2.0,28.0,30.0,0.0,0.0,0.0,17.0,24.0,1.0,0.0,0.0,0.0,6303
2,2017-09,Arizona,5069.0,382.0,11063.0,7946.0,920.0,631,0.0,13.0,6.0,0.0,1474.0,748.0,3.0,82.0,5.0,0.0,0.0,0.0,38.0,12.0,2.0,0.0,0.0,0.0,28394
3,2017-09,Arkansas,2935.0,632.0,4347.0,6063.0,165.0,366,51.0,12.0,13.0,0.0,1296.0,1824.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,23.0,0.0,0.0,2.0,1.0,17747
4,2017-09,California,57839.0,0.0,37165.0,24581.0,2984.0,0,0.0,0.0,0.0,0.0,535.0,397.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123506
5,2017-09,Colorado,4356.0,0.0,15751.0,13448.0,1007.0,1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35873
6,2017-09,Connecticut,4343.0,673.0,4834.0,1993.0,274.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12117
7,2017-09,Delaware,275.0,0.0,1414.0,1538.0,66.0,68,0.0,0.0,1.0,0.0,26.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,34.0,3.0,1.0,2.0,0.0,3502
8,2017-09,District of Columbia,1.0,0.0,56.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61
9,2017-09,Florida,10784.0,0.0,39199.0,17949.0,2319.0,1721,1.0,18.0,7.0,0.0,3657.0,1416.0,6.0,264.0,28.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0,77390
10,2017-09,Georgia,12074.0,0.0,10933.0,7982.0,315.0,494,0.0,20.0,14.0,2.0,2038.0,1467.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,0.0,0.0,35371
11,2017-09,Guam,0.0,0.0,74.0,47.0,10.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135
12,2017-09,Hawaii,946.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948
13,2017-09,Idaho,5162.0,0.0,3058.0,5241.0,187.0,205,0.0,0.0,6.0,0.0,386.0,633.0,2.0,27.0,5.0,1.0,0.0,0.0,7.0,14.0,1.0,3.0,0.0,0.0,14938
14,2017-09,Illinois,15712.0,71432.0,18290.0,10201.0,0.0,814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116449
15,2017-09,Indiana,18241.0,0.0,16093.0,11332.0,1123.0,597,79.0,5.0,17.0,1.0,289.0,570.0,9.0,22.0,0.0,0.0,0.0,0.0,75.0,57.0,6.0,4.0,4.0,0.0,48524
16,2017-09,Iowa,5847.0,1217.0,151.0,2640.0,27.0,1,1.0,0.0,1.0,0.0,4.0,51.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,9975
17,2017-09,Kansas,1567.0,3.0,4518.0,5025.0,306.0,297,0.0,3.0,0.0,1.0,663.0,421.0,6.0,10.0,7.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,1.0,0.0,12856
18,2017-09,Kentucky,378384.0,0.0,8112.0,7543.0,253.0,543,1.0,16.0,15.0,0.0,1915.0,1875.0,3.0,1.0,1.0,0.0,0.0,0.0,21.0,19.0,1.0,2.0,1.0,0.0,398706
19,2017-09,Louisiana,1827.0,0.0,10495.0,11573.0,635.0,776,0.0,6.0,4.0,1.0,1271.0,1154.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,43.0,3.0,2.0,2.0,0.0,27821
20,2017-09,Maine,783.0,0.0,3026.0,4220.0,179.0,186,1.0,0.0,0.0,0.0,126.0,153.0,0.0,10.0,11.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,1.0,0.0,8715
21,2017-09,Mariana Islands,0.0,0.0,12.0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
22,2017-09,Maryland,2424.0,0.0,3389.0,4897.0,168.0,34,0.0,0.0,5.0,0.0,80.0,146.0,1.0,57.0,26.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0,0.0,11255
23,2017-09,Massachusetts,7160.0,0.0,4749.0,2808.0,449.0,158,0.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,33.0,20.0,4.0,4.0,1.0,15460
24,2017-09,Michigan,16571.0,19.0,8654.0,10676.0,379.0,163,0.0,1.0,4.0,1.0,4.0,313.0,0.0,84.0,13.0,0.0,0.0,0.0,21.0,40.0,1.0,0.0,0.0,0.0,36944
25,2017-09,Minnesota,25645.0,0.0,4862.0,12677.0,346.0,273,0.0,1.0,2.0,0.0,179.0,507.0,2.0,14.0,12.0,1.0,0.0,0.0,13.0,16.0,0.0,0.0,1.0,1.0,44552
26,2017-09,Mississippi,1362.0,0.0,6260.0,6035.0,206.0,405,0.0,33.0,23.0,1.0,1683.0,1456.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,17491
27,2017-09,Missouri,791.0,0.0,16993.0,14395.0,1050.0,991,0.0,12.0,5.0,1.0,1651.0,1355.0,5.0,157.0,17.0,0.0,0.0,0.0,75.0,66.0,3.0,1.0,3.0,0.0,37571
28,2017-09,Montana,1076.0,0.0,2395.0,4878.0,140.0,216,3.0,4.0,4.0,2.0,474.0,1035.0,1.0,14.0,1.0,2.0,0.0,0.0,10.0,21.0,4.0,2.0,1.0,0.0,10283
29,2017-09,Nebraska,3036.0,113.0,110.0,1989.0,11.0,4,0.0,0.0,3.0,0.0,6.0,57.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5345
30,2017-09,Nevada,1952.0,0.0,3992.0,2509.0,251.0,237,0.0,0.0,0.0,0.0,354.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9460
31,2017-09,New Hampshire,2795.0,0.0,4410.0,3248.0,132.0,3,2.0,0.0,1.0,0.0,0.0,27.0,0.0,63.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10689
32,2017-09,New Jersey,0.0,0.0,3985.0,3040.0,140.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7165
33,2017-09,New Mexico,847.0,0.0,5309.0,4508.0,353.0,284,0.0,5.0,2.0,0.0,529.0,596.0,0.0,44.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,0.0,12491
34,2017-09,New York,2933.0,1164.0,8392.0,16213.0,998.0,185,0.0,0.0,1.0,1.0,21.0,20.0,4.0,12.0,43.0,1.0,3.0,5.0,348.0,328.0,19.0,7.0,4.0,1.0,30703
35,2017-09,North Carolina,19292.0,0.0,1235.0,11340.0,657.0,233,0.0,11.0,12.0,0.0,2244.0,2228.0,4.0,0.0,0.0,0.0,12.0,5.0,9.0,40.0,2.0,0.0,1.0,0.0,37325
36,2017-09,North Dakota,486.0,0.0,1359.0,2919.0,99.0,82,3.0,0.0,3.0,1.0,90.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,17.0,2.0,1.0,0.0,0.0,5212
37,2017-09,Ohio,8741.0,490.0,21085.0,14998.0,1202.0,1026,0.0,9.0,8.0,0.0,1440.0,817.0,7.0,18.0,1.0,0.0,0.0,0.0,58.0,36.0,4.0,1.0,1.0,0.0,49942
38,2017-09,Oklahoma,0.0,0.0,8869.0,9020.0,741.0,807,0.0,17.0,19.0,0.0,1969.0,1821.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,37.0,4.0,1.0,5.0,0.0,23371
39,2017-09,Oregon,3774.0,11.0,11557.0,11773.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27277
40,2017-09,Pennsylvania,23144.0,0.0,39825.0,13222.0,48.0,0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77003
41,2017-09,Puerto Rico,0.0,0.0,619.0,123.0,17.0,22,0.0,1.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,791
42,2017-09,Rhode Island,0.0,0.0,907.0,619.0,70.0,163,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,5.0,0.0,0.0,15.0,8.0,1.0,1.0,2.0,0.0,1799
43,2017-09,South Carolina,9380.0,349.0,7574.0,6037.0,379.0,295,0.0,22.0,8.0,2.0,1051.0,759.0,2.0,47.0,2.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,25930
44,2017-09,South Dakota,562.0,0.0,2020.0,4155.0,154.0,141,0.0,1.0,0.0,0.0,143.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,7457
45,2017-09,Tennessee,16887.0,0.0,19219.0,13746.0,1042.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50945
46,2017-09,Texas,31390.0,0.0,39119.0,39416.0,2768.0,2473,0.0,59.0,44.0,4.0,7566.0,5099.0,42.0,48.0,4.0,0.0,0.0,0.0,121.0,87.0,13.0,2.0,5.0,0.0,128260
47,2017-09,Utah,12094.0,25.0,2840.0,3960.0,212.0,0,0.0,3.0,3.0,0.0,285.0,428.0,3.0,125.0,47.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20041
48,2017-09,Vermont,0.0,0.0,1276.0,1591.0,90.0,80,0.0,0.0,0.0,0.0,2.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,3084
49,2017-09,Virgin Islands,1.0,0.0,6.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
50,2017-09,Virginia,585.0,0.0,19676.0,15075.0,1100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36446
51,2017-09,Washington,11451.0,44.0,13292.0,11548.0,1623.0,587,3.0,12.0,11.0,0.0,1325.0,1284.0,7.0,416.0,85.0,9.0,0.0,0.0,701.0,590.0,42.0,5.0,13.0,1.0,43049
52,2017-09,West Virginia,1668.0,0.0,5204.0,6161.0,216.0,387,11.0,15.0,13.0,0.0,1380.0,1618.0,2.0,10.0,0.0,3.0,0.0,0.0,16.0,18.0,0.0,1.0,0.0,0.0,16723
53,2017-09,Wisconsin,12224.0,0.0,10918.0,13133.0,612.0,43,0.0,0.0,5.0,4.0,149.0,333.0,4.0,40.0,18.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,37506
54,2017-09,Wyoming,280.0,11.0,1337.0,2015.0,61.0,97,1.0,1.0,2.0,0.0,139.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,1.0,0.0,0.0,0.0,4281
55,2017-08,Alabama,19733.0,4.0,6289.0,6045.0,216.0,311,0.0,10.0,13.0,2.0,1314.0,1071.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,2.0,0.0,0.0,0.0,35038
56,2017-08,Alaska,247.0,13.0,2656.0,3097.0,207.0,184,0.0,4.0,5.0,0.0,218.0,204.0,1.0,31.0,23.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,1.0,0.0,6946
57,2017-08,Arizona,6733.0,326.0,10864.0,7686.0,908.0,627,0.0,9.0,4.0,0.0,1397.0,682.0,6.0,95.0,7.0,0.0,0.0,0.0,17.0,14.0,1.0,0.0,0.0,0.0,29376
58,2017-08,Arkansas,3313.0,957.0,4827.0,5297.0,220.0,323,34.0,9.0,5.0,1.0,1048.0,1453.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,1.0,2.0,1.0,1.0,17517
59,2017-08,California,59528.0,0.0,41110.0,26220.0,3058.0,0,0.0,0.0,0.0,0.0,538.0,429.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130901
60,2017-08,Colorado,5219.0,0.0,16610.0,12925.0,1013.0,1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37150
61,2017-08,Connecticut,5896.0,420.0,5289.0,1988.0,290.0,0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14019
62,2017-08,Delaware,288.0,0.0,1571.0,1349.0,94.0,58,0.0,0.0,0.0,0.0,29.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,4.0,0.0,0.0,0.0,3509
63,2017-08,District of Columbia,19.0,0.0,54.0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
64,2017-08,Florida,18362.0,0.0,46682.0,21717.0,2847.0,2048,0.0,10.0,5.0,0.0,3327.0,1235.0,4.0,354.0,53.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,96664
65,2017-08,Georgia,15046.0,0.0,11719.0,7797.0,377.0,525,0.0,22.0,8.0,0.0,1963.0,1335.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,1.0,1.0,0.0,0.0,38830
66,2017-08,Guam,0.0,0.0,105.0,47.0,5.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159
67,2017-08,Hawaii,1077.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079
68,2017-08,Idaho,4736.0,1.0,3216.0,3966.0,186.0,205,0.0,3.0,5.0,0.0,416.0,527.0,1.0,32.0,9.0,3.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,13341
69,2017-08,Illinois,17053.0,77949.0,19807.0,11333.0,0.0,779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126921
70,2017-08,Indiana,15664.0,0.0,17271.0,11844.0,1132.0,698,188.0,1.0,10.0,1.0,205.0,504.0,6.0,11.0,0.0,0.0,0.0,0.0,47.0,53.0,7.0,3.0,4.0,0.0,47649
71,2017-08,Iowa,6094.0,1068.0,134.0,2002.0,21.0,3,2.0,0.0,0.0,0.0,2.0,52.0,0.0,27.0,4.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9416
72,2017-08,Kansas,1642.0,1.0,5005.0,4743.0,330.0,330,1.0,1.0,0.0,0.0,648.0,356.0,4.0,15.0,7.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,13097
73,2017-08,Kentucky,376016.0,0.0,8039.0,6555.0,244.0,459,0.0,13.0,12.0,0.0,1743.0,1585.0,1.0,5.0,3.0,0.0,0.0,0.0,22.0,14.0,2.0,4.0,0.0,1.0,394718
74,2017-08,Louisiana,2450.0,0.0,10124.0,8788.0,632.0,631,0.0,5.0,3.0,0.0,1079.0,925.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5.0,1.0,0.0,1.0,24694
75,2017-08,Maine,1109.0,0.0,3019.0,2965.0,196.0,163,0.0,0.0,0.0,0.0,116.0,130.0,1.0,10.0,4.0,1.0,0.0,0.0,21.0,14.0,0.0,0.0,1.0,1.0,7751
76,2017-08,Mariana Islands,0.0,0.0,16.0,7.0,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
77,2017-08,Maryland,2629.0,0.0,3657.0,4807.0,153.0,27,0.0,1.0,0.0,0.0,54.0,150.0,2.0,40.0,14.0,0.0,0.0,0.0,0.0,21.0,2.0,3.0,1.0,0.0,11561
78,2017-08,Massachusetts,8288.0,0.0,4713.0,2507.0,457.0,171,4.0,0.0,0.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,36.0,25.0,3.0,1.0,0.0,16258
79,2017-08,Michigan,18347.0,20.0,9849.0,9962.0,415.0,249,0.0,0.0,4.0,0.0,7.0,252.0,0.0,88.0,29.0,0.0,0.0,0.0,14.0,17.0,0.0,1.0,1.0,0.0,39255
80,2017-08,Minnesota,28449.0,0.0,5446.0,11294.0,418.0,315,0.0,2.0,1.0,0.0,203.0,406.0,1.0,17.0,13.0,9.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0,46613
81,2017-08,Mississippi,1703.0,0.0,9059.0,7738.0,251.0,565,0.0,33.0,20.0,1.0,1477.0,1087.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,1.0,0.0,0.0,21963
82,2017-08,Missouri,897.0,0.0,17369.0,13918.0,1227.0,1027,0.0,4.0,2.0,1.0,1465.0,1135.0,3.0,198.0,17.0,3.0,0.0,0.0,73.0,94.0,11.0,2.0,1.0,2.0,37449
83,2017-08,Montana,1230.0,6.0,2597.0,4034.0,128.0,221,7.0,0.0,4.0,0.0,468.0,882.0,0.0,16.0,4.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,3.0,0.0,9618
84,2017-08,Nebraska,3180.0,124.0,109.0,1667.0,16.0,7,0.0,0.0,1.0,0.0,8.0,71.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,5209
85,2017-08,Nevada,1788.0,0.0,4052.0,2251.0,229.0,241,0.0,0.0,0.0,1.0,333.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9035
86,2017-08,New Hampshire,2065.0,0.0,4164.0,2885.0,121.0,3,2.0,0.0,0.0,1.0,0.0,17.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9313
87,2017-08,New Jersey,0.0,0.0,4238.0,3038.0,167.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7443
88,2017-08,New Mexico,1183.0,0.0,5000.0,3734.0,396.0,331,0.0,0.0,2.0,0.0,460.0,517.0,2.0,57.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,11690
89,2017-08,New York,2952.0,1600.0,9159.0,13239.0,891.0,158,0.0,1.0,0.0,1.0,16.0,20.0,1.0,18.0,23.0,1.0,5.0,4.0,380.0,280.0,12.0,7.0,9.0,2.0,28779
90,2017-08,North Carolina,23051.0,0.0,1194.0,11949.0,649.0,196,0.0,6.0,7.0,0.0,2062.0,1958.0,6.0,0.0,0.0,0.0,2.0,0.0,10.0,28.0,2.0,1.0,1.0,0.0,41122
91,2017-08,North Dakota,444.0,0.0,1500.0,2567.0,92.0,65,7.0,3.0,0.0,0.0,65.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,4874
92,2017-08,Ohio,10264.0,565.0,21432.0,14447.0,1242.0,1034,0.0,5.0,3.0,0.0,1325.0,709.0,4.0,17.0,2.0,0.0,0.0,0.0,27.0,24.0,1.0,2.0,0.0,0.0,51103
93,2017-08,Oklahoma,0.0,0.0,9732.0,8978.0,819.0,948,0.0,12.0,20.0,0.0,1799.0,1645.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,5.0,3.0,0.0,0.0,24061
94,2017-08,Oregon,3993.0,20.0,11780.0,8979.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24904
95,2017-08,Pennsylvania,24329.0,0.0,40628.0,13170.0,78.0,0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79020
96,2017-08,Puerto Rico,0.0,0.0,1169.0,227.0,42.0,34,0.0,1.0,0.0,1.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1490
97,2017-08,Rhode Island,0.0,0.0,883.0,596.0,68.0,154,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,0.0,1718
98,2017-08,South Carolina,12255.0,2077.0,8268.0,6421.0,412.0,361,0.0,17.0,18.0,0.0,1052.0,683.0,4.0,56.0,5.0,0.0,0.0,0.0,22.0,11.0,0.0,1.0,0.0,0.0,31663
99,2017-08,South Dakota,737.0,0.0,2082.0,3233.0,180.0,111,1.0,0.0,2.0,0.0,134.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,6686
100,2017-08,Tennessee,14548.0,0.0,19965.0,14204.0,1191.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49945
101,2017-08,Texas,22971.0,0.0,37277.0,34884.0,2093.0,2474,0.0,30.0,18.0,0.0,6619.0,4304.0,26.0,86.0,8.0,0.0,0.0,0.0,83.0,63.0,6.0,1.0,1.0,2.0,110946
102,2017-08,Utah,15013.0,20.0,2790.0,3154.0,190.0,0,0.0,4.0,4.0,0.0,246.0,351.0,0.0,162.0,45.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22010
103,2017-08,Vermont,0.0,0.0,1232.0,1254.0,94.0,89,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2676
104,2017-08,Virgin Islands,81.0,0.0,47.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132
105,2017-08,Virginia,2220.0,0.0,20797.0,14926.0,1161.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39114
106,2017-08,Washington,12068.0,51.0,13788.0,9776.0,1529.0,623,6.0,1.0,6.0,0.0,1209.0,1029.0,4.0,479.0,104.0,8.0,0.0,0.0,760.0,628.0,29.0,6.0,15.0,1.0,42120
107,2017-08,West Virginia,2028.0,0.0,4946.0,4651.0,241.0,341,2.0,5.0,11.0,0.0,1201.0,1279.0,1.0,18.0,0.0,3.0,0.0,0.0,25.0,17.0,0.0,0.0,0.0,1.0,14770
108,2017-08,Wisconsin,12647.0,0.0,12749.0,14317.0,642.0,42,0.0,0.0,0.0,1.0,181.0,262.0,5.0,33.0,13.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,40924
109,2017-08,Wyoming,408.0,15.0,1411.0,1762.0,62.0,86,2.0,1.0,4.0,0.0,161.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4111
110,2017-07,Alabama,18042.0,1.0,6046.0,4790.0,224.0,258,0.0,7.0,13.0,0.0,1110.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,31474
111,2017-07,Alaska,222.0,5.0,2911.0,2458.0,238.0,180,0.0,3.0,3.0,0.0,201.0,164.0,0.0,16.0,17.0,9.0,0.0,0.0,31.0,27.0,1.0,0.0,1.0,0.0,6487
112,2017-07,Arizona,5606.0,126.0,10194.0,6363.0,999.0,544,0.0,8.0,4.0,1.0,1230.0,516.0,1.0,81.0,16.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,25714
113,2017-07,Arkansas,2564.0,571.0,4343.0,3804.0,189.0,254,44.0,9.0,5.0,0.0,1009.0,1195.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,1.0,0.0,0.0,0.0,14015
114,2017-07,California,52610.0,0.0,37027.0,21721.0,2514.0,0,0.0,0.0,0.0,0.0,393.0,322.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114595
115,2017-07,Colorado,4392.0,0.0,16063.0,11065.0,1004.0,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33811
116,2017-07,Connecticut,6387.0,274.0,5450.0,1771.0,280.0,0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14525
117,2017-07,Delaware,305.0,0.0,1417.0,1000.0,71.0,60,0.0,0.0,0.0,0.0,24.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,22.0,2.0,0.0,0.0,0.0,2981
118,2017-07,District of Columbia,19.0,0.0,44.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
119,2017-07,Florida,16978.0,0.0,47430.0,18941.0,2975.0,1844,20.0,7.0,2.0,2.0,3115.0,1143.0,5.0,302.0,48.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,92822
120,2017-07,Georgia,14623.0,0.0,10685.0,6166.0,365.0,400,0.0,17.0,7.0,0.0,1674.0,1107.0,7.0,4.0,0.0,0.0,0.0,0.0,18.0,9.0,1.0,1.0,1.0,0.0,35085
121,2017-07,Guam,0.0,0.0,71.0,45.0,15.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145
